page_id,page_title,page_url,links,pagerank
3464,"Nintendo NES Classic Edition Mini Jailbroken by Hackers, Guide",https://www.psxhax.com/threads/nintendo-nes-classic-edition-mini-jailbroken-by-hackers-guide.1450/,https://www.psxhax.com/threads/nintendo-nes-classic-edition-announced-with-30-games.584/,0.0005767422440546456
1950,Marvel's Spider-Man PS4 Skeletal Models & Textures Tool by ID-Daemon,https://www.psxhax.com/threads/marvels-spider-man-ps4-skeletal-models-textures-tool-by-id-daemon.6885/,"https://www.psxhax.com/threads/bbanimconverter-ps4-game-animations-to-havok-files-by-sanadsk.5998/,https://www.psxhax.com/threads/libforge-by-maxton-rock-band-4-ps4-preview-meshes-in-forgetoolgui.6613/,https://www.psxhax.com/threads/fallout-4-and-skyrim-remastered-ps4-mods-support-incoming.872/,https://www.psxhax.com/threads/extracting-p-t-playable-teaser-ps4-model-data-textures-guide.1238/",0.0005752536295770268
2831,"PS3Xploit 4.82 CFW on OFW, NOR / NAND Flash Writer & NOR Dumper",https://www.psxhax.com/threads/ps3xploit-4-82-cfw-on-ofw-nor-nand-flash-writer-nor-dumper.3112/,"https://www.psxhax.com/threads/ps3xploit-4-82-cfw-on-ofw-nor-nand-flash-writer-nor-dumper.3112/page-3#post-34465,https://www.psxhax.com/threads/ps3xploit-4-82-cfw-on-ofw-nor-nand-flash-writer-nor-dumper.3112/,https://www.psxhax.com/threads/ps3xploit-ps3-4-81-exploit-downgrader-4-81-idps-dumper-updates.3041/,https://www.psxhax.com/threads/ps3xploit-4-82-cfw-on-ofw-nor-nand-flash-writer-nor-dumper.3112/page-48#post-35604,https://www.psxhax.com/threads/ps3xploit-4-82-cfw-on-ofw-nor-nand-flash-writer-nor-dumper.3112/page-5#post-34492,https://www.psxhax.com/threads/downgradable-ps3-models-base-firmware-with-minverchk.388/,https://www.psxhax.com/threads/ps3xploit-4-82-cfw-on-ofw-nor-nand-flash-writer-nor-dumper.3112/page-12#post-34580,https://www.psxhax.com/threads/ps3xploit-4-82-cfw-on-ofw-nor-nand-flash-writer-nor-dumper.3112/page-14#post-34604,https://www.psxhax.com/threads/ps3-cfw-on-latest-ofw-4-82-guide-by-zer0xff.3118/,https://www.psxhax.com/threads/ps3xploit-4-82-cfw-on-ofw-nor-nand-flash-writer-nor-dumper.3112/#post-34450,https://www.psxhax.com/threads/ps3xploit-4-82-cfw-on-ofw-nor-nand-flash-writer-nor-dumper.3112/page-10#post-34554,https://www.psxhax.com/threads/ps3xploit-4-82-cfw-on-ofw-nor-nand-flash-writer-nor-dumper.3112/page-27#post-34848,https://www.psxhax.com/threads/ps3-4-82-exploit-tutorial.3126/",0.0005745188506278034
3343,PlayStation 4 Package (PKG) Finder by Red-EyeX32 and Specter,https://www.psxhax.com/threads/playstation-4-package-pkg-finder-by-red-eyex32-and-specter.1853/,"https://www.psxhax.com/threads/list-of-ps4-game-updates-requiring-5-05-or-lower.3665/,https://www.psxhax.com/threads/ps4-gamedump-title-editor-for-playstation-4-game-dumps-by-ginsor.3140/",0.0005740082623091998
3879,PS4 DevKit / TestKit Root Kernel Dump on PC Demo by Esjonne12 Sda,https://www.psxhax.com/threads/ps4-devkit-testkit-root-kernel-dump-on-pc-demo-by-esjonne12-sda.610/,"https://www.psxhax.com/threads/ps4-kernel-exploit-root-fs-dump-and-list-of-pids.97/,https://www.psxhax.com/threads/ps4-filesystem-root-dump-linux-fail0verflow-ccc.104/",0.000573806904640582
2608,Orbital PS4 Emulator: PlayStation 4 Virtualization by AlexAltea,https://www.psxhax.com/threads/orbital-ps4-emulator-playstation-4-virtualization-by-alexaltea.4781/,"https://www.psxhax.com/threads/nucleus-ps3-ps4-pc-emulator-open-source-project-by-alexaltea.1351/,https://www.psxhax.com/threads/orbital-ps4-emulator-playstation-4-virtualization-by-alexaltea.4781/",0.0005733717712143394
799,PS4 Payload Sender in React Native for Android (APK) by Klairm,https://www.psxhax.com/threads/ps4-payload-sender-in-react-native-for-android-apk-by-klairm.10830/,"https://www.psxhax.com/threads/webrte-pkg-ps4-trainer-web-rte-package-and-ps4-payload-sender-released.6601/,https://www.psxhax.com/threads/how-to-host-ps4hen-for-4-05-ps4-ofw-on-android-phone-guide.3663/,https://www.psxhax.com/threads/ps4-payload-sender-apk-for-android-by-valentinbreiz.5247/,https://www.psxhax.com/threads/xploitserver-persistent-android-webserver-for-x-project-by-stooged.6386/,https://www.psxhax.com/threads/ps4-tool-apk-playstation-4-payload-injector-for-android-by-reazer.4584/,https://www.psxhax.com/threads/ps4-payload-sender-version-4-0-update-released-by-robglez.6114/,https://www.psxhax.com/threads/script-for-rooted-android-samsung-devices-by-sleirsgoevy-to-avoid-a-usb-drive.10557/,https://www.psxhax.com/threads/ps4-payload-injector-3-0-windows-gui-app-by-thewizwiki-ps4-elf-injector-by-sonysnightmare.7538/,https://www.psxhax.com/threads/playstation-4-tool-box-2-1-10-286-backwards-compatible-with-ps4-payloads.10390/,https://www.psxhax.com/threads/android-app-to-host-ps4-5-05-exploit-and-payloads-by-stooged.5370/,https://www.psxhax.com/threads/android-ps4-exploit-host-6-72-server-apk-file-by-saad-alareqi.7984/,https://www.psxhax.com/threads/poobs4-ps4-9-00-jailbreak-exploit-via-chendochap-with-updated-payloads.10492/,https://www.psxhax.com/threads/ps4-payloads-ps4-payload-sender-homebrew-app-by-master-s-aka-rooo7.10461/",0.0005732823340061102
2418,PS4 System Software 6.00 Beta Firmware Signups Incoming,https://www.psxhax.com/threads/ps4-system-software-6-00-beta-firmware-signups-incoming.5864/,"https://www.psxhax.com/threads/ps4-system-software-firmware-5-50-keiji-live-dont-update.4734/,https://www.psxhax.com/threads/ps4-system-software-update-5-50-beta-signups-begin-today.3471/,https://www.psxhax.com/threads/ps4-system-software-6-00-beta-firmware-signups-incoming.5864/page-3#post-120665,https://www.psxhax.com/threads/ps4-system-software-6-00-beta-firmware-signups-incoming.5864/page-4#post-121973,https://www.psxhax.com/threads/openorbis-ps4-toolchain-now-available-via-the-open-orbis-team.7453/,https://www.psxhax.com/threads/ps4-system-software-firmware-5-55-released-dont-update.5262/,https://www.psxhax.com/threads/ps4-keiji-system-software-5-50-new-firmware-features-unveiled.4148/,https://www.psxhax.com/threads/ps4-5-50-webkit-userland-exploit-rewrite-by-qwertyoruiop.4766/",0.0005704703430955307
4067,"PS4 1.76 Kernel ELF via N3tw0rkGod, Panic PoC from CTurt",https://www.psxhax.com/threads/ps4-1-76-kernel-elf-via-n3tw0rkgod-panic-poc-from-cturt.151/,https://www.psxhax.com/threads/ps4-jailbreak-usb-whistle-cfw-rumored-by-h3ck34-ha4cker4net.150/,0.0005688605903153124
3069,PS4 IDX Generator v0.1 and GenIDX Tool Tutorial by CrazyVoid,https://www.psxhax.com/threads/ps4-idx-generator-v0-1-and-genidx-tool-tutorial-by-crazyvoid.2569/,"https://www.psxhax.com/threads/ps4-trophy-resigner-makefile-test-by-happyelement-aka-harlequin.1548/,https://www.psxhax.com/threads/resigning-ps4-trophies-from-retail-to-debug-guide-by-zecoxao.1557/",0.000567587106936596
3536,PlayStation 4 System Software / PS4 Firmware 4.07 Update Now Live,https://www.psxhax.com/threads/playstation-4-system-software-ps4-firmware-4-07-update-now-live.1254/,"https://www.psxhax.com/threads/psproxy-ps4-update-bypass-by-red-eyex32-works-passphrase-changed.942/,https://www.psxhax.com/threads/rop-tool-released-by-chaitin-tech-used-in-ps4-jailbreak-exploit.961/,https://www.psxhax.com/threads/playstation-4-system-software-ps4-firmware-4-06-update-now-live.1102/,https://www.psxhax.com/threads/playstation-4-system-software-ps4-firmware-4-07-update-now-live.1254/page-2#post-11212,https://www.psxhax.com/threads/ps4-pro-pwnd-by-playstation-4-devs-via-0day-exploit-dont-update.1165/,https://www.psxhax.com/threads/psproxy-v4-1-0-0-ps4-update-bypass-by-red-eyex32-update-button.1073/,https://www.psxhax.com/threads/working-for-some-psproxy-ps4-bypass-4-05-4-06-guide.1115/",0.0005670250100125315
3897,Leaked PS4 NEO Document May Unveil PlayStation 4 NEO Specs,https://www.psxhax.com/threads/leaked-ps4-neo-document-may-unveil-playstation-4-neo-specs.578/,"https://www.psxhax.com/threads/leaked-ps4-neo-document-may-unveil-playstation-4-neo-specs.578/,https://www.psxhax.com/threads/ps4-neo-details-from-atsushi-morita-in-famitsu-magazine-interview.567/,https://www.psxhax.com/threads/ps4k-neo-specs-surface-on-sonys-playstation-4k-neo-console.356/",0.000566801481159469
3997,PS3 CFW FERROX 4.80 v1.0 Standard CEX,https://www.psxhax.com/threads/ps3-cfw-ferrox-4-80-v1-0-standard-cex.366/,"https://www.psxhax.com/threads/ps3-firmware-4-80-update-arrives-improves-system-stability.359/,https://www.psxhax.com/threads/4-78-ferrox-cfw-v1-00-standard-cex.140/",0.000566444398479314
2461,PS4Debug: PlayStation 4 Debugger with 5.05 OFW Support by Xemio,https://www.psxhax.com/threads/ps4debug-playstation-4-debugger-with-5-05-ofw-support-by-xemio.5807/,"https://www.psxhax.com/threads/how-to-create-emulated-ps2-ps4-packages-pkgs-guide-by-g991.3644/,https://www.psxhax.com/threads/ps4-kernel-exploit-5-05-by-specterdev-kernel-dumper-and-payloads.5315/,https://www.psxhax.com/threads/jkpatch-ps4-4-05-jailbreak-kernel-patches-process-memory-view-tool.4235/",0.0005656882639852819
3854,PSProxy v3.1.0.0 PSN Update Bypass by Red-EyeX32 is Released,https://www.psxhax.com/threads/psproxy-v3-1-0-0-psn-update-bypass-by-red-eyex32-is-released.646/,https://www.psxhax.com/threads/ps4-update-bypasser-psproxy-by-red-eyex32-to-bypass-psn-updates.550/,0.0005644098336775289
2686,"Qwertyoruiopz Drops PS4 Dev Hints, Enter Scene Group MarvTM & More!",https://www.psxhax.com/threads/qwertyoruiopz-drops-ps4-dev-hints-enter-scene-group-marvtm-more.4008/,"https://www.psxhax.com/threads/volodymyr-pikhur-to-give-ps4-presentation-at-recon-brussels-2018.3588/,https://www.psxhax.com/threads/ps4-kernel-code-exec-achieved-by-qwertyoruiopz-on-5-00-firmware.2930/,https://www.psxhax.com/threads/simple-shooting-game-ps4-testkit-mk-xl-ps4-4-05-debug-menu-demos.3321/,https://www.psxhax.com/threads/nintendo-switch-nx-preview-trailer-video-coming-in-march-2017.922/page-3#post-51010",0.0005639215288301254
2909,PS4 5.00 OFW Kernel Bug & Exploit Development by Qwertyoruiopz,https://www.psxhax.com/threads/ps4-5-00-ofw-kernel-bug-exploit-development-by-qwertyoruiopz.2915/,"https://www.psxhax.com/threads/ps4-uart-to-dcsd-project-pictures-details-by-qwertyoruiopz.2901/,https://www.psxhax.com/threads/custom-repacked-ps4-package-pkg-files-on-retail-v4-55-by-flat_z.2906/,https://www.psxhax.com/threads/ps4-system-software-firmware-5-00-nobunaga-is-released-details.2861/",0.0005636210512171829
2298,"PSN Online ID Change Incoming for Testers, PS4 Rollout in 2019",https://www.psxhax.com/threads/psn-online-id-change-incoming-for-testers-ps4-rollout-in-2019.6013/,"https://www.psxhax.com/threads/ps4-system-software-update-5-50-beta-signups-begin-today.3471/,https://www.psxhax.com/threads/ps4-system-software-6-00-beta-firmware-signups-incoming.5864/",0.000562946272132867
2968,Playing Minecraft Trial on a Retail PS4 (PoC) Guide by Zecoxao,https://www.psxhax.com/threads/playing-minecraft-trial-on-a-retail-ps4-poc-guide-by-zecoxao.2789/,"https://www.psxhax.com/threads/decrypting-and-dumping-ps4-games-eboot-sprx-guide-by-zecoxao.1155/,https://www.psxhax.com/threads/playable-teaser-p-t-ps4-decrypted-files-and-resources-surface.2047/,https://www.psxhax.com/threads/playstation-vrs-the-playroom-meets-ps4-scene-devkits-testkits.1275/,https://www.psxhax.com/threads/ps4-pt-decrypted-playstation-4-testkit-running-pt-game-backup.1199/,https://www.psxhax.com/threads/create-ps4-elfs-from-playstation-4-process-dumps-guide-by-zecoxao.898/,https://www.psxhax.com/threads/ps4-1-76-guide-to-use-ftp-with-fixed-debug-settings-by-zecoxao.2627/,https://www.psxhax.com/threads/ps4-game-backups-revisited-on-playstation-4-v1-76-retail-consoles.2785/,https://www.psxhax.com/threads/p-t-playable-teaser-on-ps4-1-76-retail-demo-homebrew-coming.2800/,https://www.psxhax.com/threads/extracting-p-t-playable-teaser-ps4-model-data-textures-guide.1238/",0.0005618995047350995
3475,Final Fantasy XV PS4 Game Save for PlayStation 4 by Hydrogen,https://www.psxhax.com/threads/final-fantasy-xv-ps4-game-save-for-playstation-4-by-hydrogen.1426/,"https://www.psxhax.com/threads/final-fantasy-xv-game-bug-demo-out-of-bounds-glitch-crashes-ps4.1356/,https://www.psxhax.com/threads/new-playstation-games-final-fantasy-xv-heads-to-ps4-next-week.1170/,https://www.psxhax.com/threads/fakesave-pkg-fake-save-data-owner-pkg-by-habib-for-ps3-cfw.1380/",0.0005581557534532717
2737,"GTA V Native Caller by 2much4u, Nice Fly PS4 4.05 Game Mod by 0x199",https://www.psxhax.com/threads/gta-v-native-caller-by-2much4u-nice-fly-ps4-4-05-game-mod-by-0x199.3445/,"https://www.psxhax.com/threads/ps4-gta-v-modded-with-native-code-via-1-76-playground-demo-rumor.978/,https://www.psxhax.com/threads/gta-v-native-caller-by-2much4u-nice-fly-ps4-4-05-game-mod-by-0x199.3445/page-3#post-43741,https://www.psxhax.com/threads/gta-v-native-caller-by-2much4u-nice-fly-ps4-4-05-game-mod-by-0x199.3445/page-2#post-39345,https://www.psxhax.com/threads/ps4-gta-v-native-caller-by-2much4u-for-use-with-cturts-ps4-***.1828/,https://www.psxhax.com/threads/fulldebugsettings405-bin-4-05-2much4u-full-debug-settings-payload.3360/,https://www.psxhax.com/threads/gta-v-firebreather-mod-pc-to-ps4-1-76-port-by-0x199-released.3151/,https://www.psxhax.com/threads/ps4-4-05-payload-wip-for-game-modding-uart-enabler-and-randtool.3336/,https://www.psxhax.com/threads/ps4-4-05-scene-lit-af-kernel-exploit-now-released-by-specterdev.3308/",0.0005551045645789713
668,Unofficial SteamOS 3.0 Linux Build for PS4 & Game Demos by NazkyYT,https://www.psxhax.com/threads/unofficial-steamos-3-0-linux-build-for-ps4-game-demos-by-nazkyyt.12464/,"https://www.psxhax.com/threads/archlinux-ps4-compiled-and-updated-arch-linux-for-playstation-4.12172/,https://www.psxhax.com/threads/running-steam-on-ps4-linux-demo-video-by-osirisx.451/,https://www.psxhax.com/threads/how-to-install-steam-not-steamos-on-ps4-linux-guide-by-osirisx.471/,https://www.psxhax.com/threads/ps4-linux-loader-payloads-for-5-05-6-72-7-02-7-55-and-9-00-firmware.10860/,https://www.psxhax.com/threads/guide-to-install-psxitarch-linux-on-ps4-enable-wi-fi-and-more-by-hippie68.10148/,https://www.psxhax.com/threads/poobs4-ps4-9-00-jailbreak-exploit-via-chendochap-with-updated-payloads.10492/",0.0005532617957222018
2822,PS4 GameDump Title Editor for PlayStation 4 Game Dumps by Ginsor,https://www.psxhax.com/threads/ps4-gamedump-title-editor-for-playstation-4-game-dumps-by-ginsor.3140/,"https://www.psxhax.com/threads/setting-up-building-payload-bin-for-ps4-playground-guide-by-kke_rw.1649/,https://www.psxhax.com/threads/ps4-1-76-running-backup-games-methods-and-test-results.2881/,https://www.psxhax.com/threads/ps4-game-dumper-007-for-playstation-4-v1-76-by-ohchit.3128/,https://www.psxhax.com/threads/ps4-1-76-ui-mods-custom-psn-user-avatar-alpha-0-11-by-extreme.2671/",0.0005520358554154511
3780,PS4 Work: PlayStation 4 Development Blog by Ryan111,https://www.psxhax.com/threads/ps4-work-playstation-4-development-blog-by-ryan111.767/,https://www.psxhax.com/threads/ps4-developer-specter-on-jailbreak-vs-cfw-reversing-sprxs-more.735/,0.00055175292765885
324,"PlayStation VR2 Launch Date, Pricing, Specs & 11 New PS VR2 Games!",https://www.psxhax.com/threads/playstation-vr2-launch-date-pricing-specs-11-new-ps-vr2-games.14573/,"https://www.psxhax.com/threads/playstation-vr2-see-through-view-and-ps-vr2-broadcasting-option.13353/,https://www.psxhax.com/threads/playstation-vr2-launch-date-pricing-specs-11-new-ps-vr2-games.14573/",0.0005483400289856832
1256,"PS5 WebKit Open Source Software Live, PS5Scene Devs Hunt for Exploits!",https://www.psxhax.com/threads/ps5-webkit-open-source-software-live-ps5scene-devs-hunt-for-exploits.8270/,https://www.psxhax.com/threads/blsunpack-to-unpack-slb2-structured-files-by-ps4-dev-zecoxao.1023/,0.0005451999249006205
1920,IG Tools: Insomniac Games Reversing and Modding PS4 Tools,https://www.psxhax.com/threads/ig-tools-insomniac-games-reversing-and-modding-ps4-tools.6931/,"https://www.psxhax.com/threads/ps4-remote-play-open-source-client-in-development-by-thestr4ng3r.6906/,https://www.psxhax.com/threads/marvels-spider-man-ps4-skeletal-models-textures-tool-by-id-daemon.6885/",0.0005440561812211373
3437,PS Vita PFS (PlayStation File System) Keys Documented by St4rk!,https://www.psxhax.com/threads/ps-vita-pfs-playstation-file-system-keys-documented-by-st4rk.1544/,"https://www.psxhax.com/threads/pkgdecrypt-by-st4rk-arrives-decrypts-ps-vita-package-pkg-files.1193/,https://www.psxhax.com/threads/henkaku-by-yifan-lu-brings-ps-vita-homebrew-to-3-60-ofw-and-below.621/page-3#post-5778,https://www.psxhax.com/threads/psa-on-cobra-blackfin-device-ps-vita-scene-game-dumps-surface.515/,https://www.psxhax.com/threads/gamearchives-0-7-0-archiveexplorer-adds-playstation-4-pfs-support.1209/,https://www.psxhax.com/threads/how-to-bypass-pfs-protection-playstation-4-tutorial-by-zecoxao.657/",0.000542158963777587
3687,MrNiato PS4 TestKit & PS3 UltraSlim Debug Menu Setting Comparison,https://www.psxhax.com/threads/mrniato-ps4-testkit-ps3-ultraslim-debug-menu-setting-comparison.953/,https://www.psxhax.com/threads/playstation-4-devkit-testkit-ps4update-pup-archive-by-mrniato.944/,0.0005420663193557454
1314,Godfall PS5 Dev Confirms Internet Connection Required for Single Player,https://www.psxhax.com/threads/godfall-ps5-dev-confirms-internet-connection-required-for-single-player.8189/,"https://www.psxhax.com/threads/state-of-play-august-2020-features-new-godfall-ps5-gameplay-and-more.7839/,https://www.psxhax.com/threads/godfall-hinterclaw-teaser-ps5-trailer-video-by-gearbox-software.8067/,https://www.psxhax.com/threads/destruction-allstars-godfall-intro-sackboy-a-big-adventure-ps5-trailers.8172/,https://www.psxhax.com/threads/irdeto-confirms-denuvo-anti-cheat-technology-coming-to-ps5-developers.9230/,https://www.psxhax.com/threads/ps5-xbox-series-x-next-gen-video-game-prices-to-go-up-says-idg.7523/,https://www.psxhax.com/threads/playstation-5-japanese-preview-with-new-ps5-pictures-videos-and-more.8187/,https://www.psxhax.com/threads/godfall-ps5-reveal-trailer-bring-on-the-next-gen-playstation-5-scene.7222/,https://www.psxhax.com/threads/latest-godfall-ps5-trailer-features-a-duel-in-4k-gameplay-video.8100/,https://www.psxhax.com/threads/ps4-scene-group-duplex-removes-mandatory-online-title-update-requirements.8058/,https://www.psxhax.com/threads/ps5-web-browser-confirmed-playstation-5-settings-data-transfer-guide.8255/,https://www.psxhax.com/threads/new-godfall-ps5-combat-trailer-aegishorn-teaser-zer0s-sword-preview.8128/",0.0005419062419441226
3268,Brazilian PS4 Method for 4.50 Firmware Rumor by Cobra ODE Reseller,https://www.psxhax.com/threads/brazilian-ps4-method-for-4-50-firmware-rumor-by-cobra-ode-reseller.2060/,"https://www.psxhax.com/threads/ps4-4-07-unlimited-psn-gamesharing-hardware-method-by-xmax-katsu.1486/,https://www.psxhax.com/threads/ps4-4-07-unlimited-psn-gamesharing-hardware-method-by-xmax-katsu.1486/page-10#post-21502,https://www.psxhax.com/threads/stores-in-egypt-jailbreak-ps4-how-can-they-do-it.1264/page-5#post-11707,https://www.psxhax.com/threads/brazilian-ps4-method-for-4-50-firmware-rumor-by-cobra-ode-reseller.2060/page-4#post-21612,https://www.psxhax.com/threads/ps3-jailbreaking-2017-help.1443/#post-13896,https://www.psxhax.com/threads/ps4-firmware-update-4-50-codename-sasuke-final-is-live-details.1900/,https://www.psxhax.com/threads/russian-ps4-debug-settings-and-installing-playstation-4-pkg-files.1172/,https://www.psxhax.com/threads/how-to-gameshare-on-ps4-playstation-4-gamesharing-guide.540/,https://www.psxhax.com/threads/ps4-4-07-unlimited-psn-gamesharing-hardware-method-by-xmax-katsu.1486/page-10#post-21491",0.0005409558053764841
3762,PS4 ShellUI Debug Functions Revealed & Kernel Dumped by OwlBin,https://www.psxhax.com/threads/ps4-shellui-debug-functions-revealed-kernel-dumped-by-owlbin.804/,"https://www.psxhax.com/threads/zil0g80-hints-on-ps4-idu-mode-e3mode-freebsd-exploits-phrackd.750/,https://www.psxhax.com/threads/cod-modern-warfare-2-remastered-ps4-mod-menu-by-ter152.9200/,https://www.psxhax.com/threads/ps4-development-menu-debug-mode-enabled-on-retail-playstation-4.383/,https://www.psxhax.com/threads/ps4-ftp-server-debug-settings-join-webkit-playground-by-fx0day.402/,https://www.psxhax.com/threads/ps4-dlclose-exploit-for-playstation-4-firmware-1-76-is-released.325/",0.0005407254405207562
808,PS4 Jailbreak Exploit pOOBs4 for 9.00 Firmware with Automatic GoldHEN,https://www.psxhax.com/threads/ps4-jailbreak-exploit-poobs4-for-9-00-firmware-with-automatic-goldhen.10609/,"https://www.psxhax.com/threads/script-for-rooted-android-samsung-devices-by-sleirsgoevy-to-avoid-a-usb-drive.10557/,https://www.psxhax.com/threads/ps4-9-00-payloads-arrive-for-upcoming-playstation-4-jailbreak-exploit.10491/,https://www.psxhax.com/threads/goldhen-v2-0b-by-sistr0-with-ps4-9-00-7-55-7-51-7-50-7-02-6-72-5-05-payloads.10407/,https://www.psxhax.com/threads/docker-ps4-elf-oelf-self-test-pkg-by-orbisdev-via-fjtrujy.7504/,https://www.psxhax.com/threads/latest-ps4-pkg-games-in-the-playstation-4-scene-for-december-2021.10485/,https://www.psxhax.com/threads/ps4-pkg-sender-docker-compose-web-server-ui-by-justanormaldev.7021/,https://www.psxhax.com/threads/dockerizing-al-azifs-ps4-exploit-host-for-lan-via-thinker-amir.7260/,https://www.psxhax.com/threads/poobs4-ps4-9-00-jailbreak-exploit-via-chendochap-with-updated-payloads.10492/",0.0005405345781509176
2940,"PlayStation VR: One Year Later, 100 Games and Counting!",https://www.psxhax.com/threads/playstation-vr-one-year-later-100-games-and-counting.2857/,"https://www.psxhax.com/threads/playstation-vr-one-year-later-100-games-and-counting.2857/,https://www.psxhax.com/threads/playstation-vr-ultimate-ps-vr-faq-detailed.867/",0.0005391964418012508
2335,OrbisMAN (BETA) PS4 Homebrew Application by LightningMods,https://www.psxhax.com/threads/orbisman-beta-ps4-homebrew-application-by-lightningmods.5970/,"https://www.psxhax.com/threads/ps4-4-55-homebrew-w-i-p-package-pkg-by-lightningmods.4753/,https://www.psxhax.com/threads/ps4-kernel-exploit-5-05-by-specterdev-kernel-dumper-and-payloads.5315/,https://www.psxhax.com/threads/remote-pkg-installer-update-by-ps4-scene-developer-flat_z.6138/,https://www.psxhax.com/threads/ps4-emc-cfw-steps-phat-cuh-1000-and-cuh-1100-guide-by-zecoxao.11943/",0.0005388186221359005
3494,FakeSave.pkg: Fake Save Data Owner PKG by Habib for PS3 CFW,https://www.psxhax.com/threads/fakesave-pkg-fake-save-data-owner-pkg-by-habib-for-ps3-cfw.1380/,"https://www.psxhax.com/threads/rebug-4-81-1-with-cobra-7-31-ps3-cfw-and-toolbox-2-02-11.1301/,https://www.psxhax.com/threads/rebug-4-81-1-with-cobra-7-31-ps3-cfw-and-toolbox-2-02-11.1301/page-2#post-12116",0.0005385590706317528
2715,PS2 Game Backups on PS4 HEN 4.05 & Make_fself.py Update by Flat_z,https://www.psxhax.com/threads/ps2-game-backups-on-ps4-hen-4-05-make_fself-py-update-by-flat_z.3541/,"https://www.psxhax.com/threads/free-ps2-pub-gen-fake-pkg-tools-ps2-fake-pkg-generator-for-ps4.3594/,https://www.psxhax.com/threads/make-fself-gui-for-flat_zs-make_fself-py-script-by-cfwprophet.3494/,https://www.psxhax.com/threads/resigning-ps4-trophies-from-retail-to-debug-guide-by-zecoxao.1557/,https://www.psxhax.com/threads/flat_zs-method-to-handle-ps4-fake-pkgs-self-fself-write-up.3405/,https://www.psxhax.com/threads/ps4hen-ps4-hen-homebrew-enabler-ps4hen-bin-is-released.3491/,https://www.psxhax.com/threads/fake-pkg-generator-for-ps4-to-generate-fake-packages-for-homebrew.3444/,https://www.psxhax.com/threads/ps2-emulation-directory-structure-on-ps4-exploited-firmware-by-flat_z.1786/,https://www.psxhax.com/threads/ps4-4-05-scene-lit-af-kernel-exploit-now-released-by-specterdev.3308/",0.0005383290510771864
3654,LibPSVR: C Library for Morpheus (PlayStation VR) by Adawarp,https://www.psxhax.com/threads/libpsvr-c-library-for-morpheus-playstation-vr-by-adawarp.1013/,https://www.psxhax.com/threads/psvr-part-i-reverse-engineering-sonys-playstation-vr-by-bigboss.935/,0.0005365265390385947
4093,Some Brief PS4 Hacking Updates from Fail0verflow,https://www.psxhax.com/threads/some-brief-ps4-hacking-updates-from-fail0verflow.106/,https://www.psxhax.com/threads/ps4-filesystem-root-dump-linux-fail0verflow-ccc.104/,0.0005359357262805189
610,Latest PlayStation 4 Scene PS4 PKG Releases by AUGETY & MOEMOE,https://www.psxhax.com/threads/latest-playstation-4-scene-ps4-pkg-releases-by-augety-moemoe.12769/,"https://www.psxhax.com/threads/downloading-ps4-pkg-games-that-are-base64-encoded-or-torrents-guide.10185/,https://www.psxhax.com/threads/psxhax-member-verification-thread-for-requesting-blue-verified-badge.5824/,https://www.psxhax.com/threads/new-ps4-pkgs-arrive-by-duplex-in-the-playstation-4-scene.12412/,https://www.psxhax.com/threads/ps4-aio-batch-file-script-for-games-updates-with-fpkg-tools-by-jation.12537/,https://www.psxhax.com/threads/goldhen-v2-2-2-by-sistr0-ps4-9-00-7-55-7-51-7-50-7-02-6-72-6-71-5-05-payloads.10407/,https://www.psxhax.com/threads/remarrying-ps4-pkgs-how-to-remarry-repack-game-updates-to-base-packages.12278/,https://www.psxhax.com/threads/poobs4-ps4-9-00-jailbreak-exploit-via-chendochap-with-updated-payloads.10492/,https://www.psxhax.com/threads/psxhax-member-verification-ps4-fake-pkg-fpkg-sharing-guide.7855/,https://www.psxhax.com/threads/psxlink-app-download-ps4-game-update-pkgs-firmware-by-rasoulia.12686/",0.0005341355640260804
2140,GayMaker: Studio PS4 GameMaker Studio 1.4 Port for Creating PKGs,https://www.psxhax.com/threads/gaymaker-studio-ps4-gamemaker-studio-1-4-port-for-creating-pkgs.6582/,"https://www.psxhax.com/threads/nopsmdrm-v1-0-ps-vita-plugin-to-bypass-psm-drm-by-frangarcj.2904/,https://www.psxhax.com/threads/gamemakerps4-pkg-gamemaker-studio-ps4-homebrew-by-silicadevs.6565/,https://www.psxhax.com/threads/ps4-kernel-exploit-5-05-by-specterdev-kernel-dumper-and-payloads.5315/,https://www.psxhax.com/threads/ps4hen-1-8-homebrew-enabler-for-ps4-5-05-with-vr-enable-patch.6136/",0.0005313507509324246
3692,PlayStation 4 DevKit / TestKit PS4UPDATE PUP Archive by MrNiato,https://www.psxhax.com/threads/playstation-4-devkit-testkit-ps4update-pup-archive-by-mrniato.944/,"https://www.psxhax.com/threads/playstation-4-testkit-simple-ps4-dex-console-manager-by-mrniato.920/,https://www.psxhax.com/threads/ps3-debug-test-dech-and-reference-tool-decr-faq-by-cjpc.390/,https://www.psxhax.com/threads/ps4update-testkit-gen3-3_508_041-pup-for-ps4-testkit-gen3-arrives.917/,https://www.psxhax.com/threads/ps3ita-4-75-dex-v1-0-ps3-cfw-and-debug-test-firmware-released.357/",0.0005307372076639388
